Id,Name,English,Source,Descriptor,School,Alchemist,AntiPaladin,Bard,Cleric,Druid,Inquisitor,Summoner,Magus,Oracle,Paladin,Ranger,Witch,Wizard,Components,Range,Target,CastingTime,Summary,FrUrl,EnUrl
siege-of-trees,Arbres de siège,Siege of Trees,uc,None,Transmutation,,,,,7,,,,,,,,,"Verbal, Somatic, Focus",Close,une plante G tous les trois niveaux,10 Minute,Transforme des arbres G en catapultes végétales de même taille.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Arbres de siège.ashx,http://paizo.com/pathfinderRPG/prd/ultimateCombat/spells/siegeOfTrees.html
gravity-bow,Arc de gravité,Gravity Bow,apg,None,Transmutation,,,,,,,,,,,1,,1,"Verbal, Somatic",Personal,lanceur de sorts,SimpleAction,Les flèches causent des dégâts comme si elles étaient d'une catégorie de taille supérieure.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Arc de gravité.ashx,http://paizo.com/pathfinderRPG/prd/advanced/spells/gravityBow.html#_gravity-bow
lightning-arc,Arc électrique,Lightning Arc,um,Electricity,Evocation,,,,,,,,,,,,,5,"Verbal, Somatic, Material",Long,deux créatures ou objets distants de moins de 18 m (12 c),SimpleAction,Les cibles situées sur une ligne prennent 1d6 électricité/niveau.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Arc électrique.ashx,http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/lightningArc.html#_lightning-arc
bowstaff,Arc-bâton,Bowstaff,uc,None,Transmutation,,,,,,1,,,,1,1,,,Verbal,Personal,une arme (arc),SimpleAction,Un arc court peut servir de gourdin et un arc long de bâton.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Arc-bâton.ashx,http://paizo.com/pathfinderRPG/prd/ultimateCombat/spells/bowstaff.html
align-weapon,Arme alignée,Align Weapon,,None,Transmutation,,,,2,,2,,,,,,,,"Verbal, Somatic, DivineFocus",Touch,arme touchée ou 50 projectiles devant être en contact les uns avec les autres au moment de l’incantation,SimpleAction,"Une arme devient bonne, chaotique, loyale ou mauvaise.",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Arme alignée.ashx,http://paizo.com/pathfinderRPG/prd/spells/alignWeapon#align-weapon
returning-weapon-communal,Arme boomerang (partagé),"Returning Weapon, Communal",uc,None,Conjuration,,,3,3,,2,,2,,,2,3,3,"Verbal, Somatic",Close,créatures touchées,SimpleAction,Comme arme boomerang mais la durée d’effet se divise entre les créatures touchées.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Arme boomerang (partagé).ashx,http://paizo.com/pathfinderRPG/prd/ultimateCombat/spells/returningWeapon.html
returning-weapon,Arme boomerang,Returning Weapon,uc,None,Conjuration,,,2,2,,1,,1,,,1,2,2,"Verbal, Somatic",Close,une arme susceptible d’être lancée,SimpleAction,Donne la propriété  boomerang à une arme.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Arme boomerang.ashx,http://paizo.com/pathfinderRPG/prd/ultimateCombat/spells/returningWeapon.html
disrupting-weapon,Arme destructrice,Disrupting Weapon,,None,Transmutation,,,,5,,5,,,,,,,,"Verbal, Somatic",Touch,1 arme de corps à corps,SimpleAction,Une arme de corps à corps détruit les morts-vivants.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Arme destructrice.ashx,http://paizo.com/pathfinderRPG/prd/spells/disruptingWeapon#disrupting-weapon
shadow-weapon,Arme d'ombre,Shadow Weapon,um,Shadow,Illusion,,,,,,,,,,,,1,1,"Verbal, Somatic",0 Squares,une arme d'ombre,SimpleAction,Crée une arme de maître quasi réelle.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.arme dombre.ashx,http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/shadowWeapon.html#_shadow-weapon
unerring-weapon,Arme infaillible,Unerring Weapon,uc,None,Transmutation,,,,,,1,,1,,,,1,1,"Verbal, Somatic",Close,une arme ou 20 projectiles qui doivent tous se trouver groupés au moment de l’incantation,SimpleAction,Bonus de +2 qui augmente de +1 tous les quatre niveaux de lanceur de sorts aux jets d’attaque pour confirmer un coup critique.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Arme infaillible.ashx,http://paizo.com/pathfinderRPG/prd/ultimateCombat/spells/unerringWeapon.html
magic-weapon-greater,Arme magique suprême,"Magic Weapon, Greater",,None,Transmutation,,3,,4,,3,,3,,3,,,3,"Verbal, Somatic, FocusOrDivineFocus",Close,arme touchée ou 50 projectiles devant être en contact les uns avec les autres au moment de l’incantation,SimpleAction,Confère un bonus de +1/4 niveaux à une arme (max. +5).,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Arme magique suprême.ashx,http://paizo.com/pathfinderRPG/prd/spells/magicWeapon#magic-weapon-greater
magic-weapon,Arme magique,Magic Weapon,,None,Transmutation,,1,,1,,1,,1,,1,,,1,"Verbal, Somatic, DivineFocus",Touch,arme touchée,SimpleAction,Confère un bonus de +1 à une arme.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Arme magique.ashx,http://paizo.com/pathfinderRPG/prd/spells/magicWeapon#magic-weapon
weapon-of-awe,Arme merveilleuse,Weapon of Awe,apg,Emotion,Transmutation,,,,2,,2,,,,2,,,,"Verbal, Somatic, DivineFocus",Touch,arme touchée,SimpleAction,L'arme gagne +2 aux jets de dégâts.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Arme merveilleuse.ashx,http://paizo.com/pathfinderRPG/prd/advanced/spells/weaponOfAwe.html#_weapon-of-awe
versatile-weapon,Arme polyvalente,Versatile Weapon,apg,None,Transmutation,,,2,,,,,3,,,2,,3,"Verbal, Somatic, Material",Close,une arme ou 50 projectiles qui doivent se trouver ensemble au moment de l'incantation,SimpleAction,L'arme ignore certaines RD.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Arme polyvalente.ashx,http://paizo.com/pathfinderRPG/prd/advanced/spells/versatileWeapon.html#_versatile-weapon
warding-weapon,Arme protectrice,Warding Weapon,uc,None,Abjuration,,,,,,,2,1,,,,,2,"Verbal, Somatic, Focus",Personal,lanceur de sorts,SimpleAction,L’arme que le personnage utilise comme focalisateur du sort le protège et lui permet de lancer des sorts sans provoquer d’attaque d’opportunité.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Arme protectrice.ashx,http://paizo.com/pathfinderRPG/prd/ultimateCombat/spells/wardingWeapon.html
spiritual-weapon,Arme spirituelle,Spiritual Weapon,,Force,Evocation,,,,2,,2,,,,,,,,"Verbal, Somatic, DivineFocus",Medium,arme magique de force,SimpleAction,Arme magique attaquant d'elle-même.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Arme spirituelle.ashx,http://paizo.com/pathfinderRPG/prd/spells/spiritualWeapon#spiritual-weapon
mage-armor,Armure de mage,Mage Armor,,Force,Conjuration,,,,,,,1,,,,,1,1,"Verbal, Somatic, Focus",Touch,créature touchée,SimpleAction,Confère un bonus d'armure de +4.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Armure de mage.ashx,http://paizo.com/pathfinderRPG/prd/spells/mageArmor#mage-armor
defile-armor,Armure impie,Defile Armor,apg,Evil,Abjuration,,3,,,,4,,,,,,,,"Verbal, Somatic",Touch,armure touchée,SimpleAction,Comme armure sainte mais RD 5/bien contre un jugement ou un châtiment.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Armure impie.ashx,http://paizo.com/pathfinderRPG/prd/advanced/spells/defileArmor.html#_defile-armor
instant-armor,Armure instantanée,Instant Armor,apg,Force,Conjuration,,,,2,,,,,,2,,,,"Verbal, Somatic, DivineFocus",Personal,lanceur de sorts,SimpleAction,Convoque une armure qui remplace temporairement l’équipement actuel du personnage.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Armure instantanée.ashx,http://paizo.com/pathfinderRPG/prd/advanced/spells/instantArmor.html#_instant-armor
sanctify-armor,Armure sainte,Sanctify Armor,apg,Good,Abjuration,,,,,,4,,,,3,,,,"Verbal, Somatic",Touch,armure touchée,SimpleAction,+1 CA/quatre niveaux (max +5).,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Armure sainte.ashx,http://paizo.com/pathfinderRPG/prd/advanced/spells/sanctifyArmor.html#_sanctify-armor
effortless-armor,Armure sans effort,Effortless Armor,uc,None,Transmutation,,,,2,,2,,2,,2,2,,,"Verbal, Somatic",Personal,lanceur de sorts,SimpleAction,L’armure du personnage ne réduit plus sa vitesse de déplacement.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Armure sans effort.ashx,http://paizo.com/pathfinderRPG/prd/ultimateCombat/spells/effortlessArmor.html
time-stop,Arrêt du temps,Time Stop,,None,Transmutation,,,,,,,,,,,,,9,Verbal,Personal,le jeteur de sorts,SimpleAction,Seul le PJ peut agir pendant 1d4+1 rounds.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Arrêt du temps.ashx,http://paizo.com/pathfinderRPG/prd/spells/timeStop#time-stop
animal-aspect-greater,Aspect animal supérieur,"Animal Aspect, Greater",uc,None,Transmutation,3,,,,3,,,3,,,3,,4,"Verbal, Somatic, Focus",Personal,lanceur de sorts,SimpleAction,Comme aspect animal mais donne droit à deux avantages animaux.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Aspect animal supérieur.ashx,http://paizo.com/pathfinderRPG/prd/ultimateCombat/spells/animalAspect.html
animal-aspect,Aspect animal,Animal Aspect,uc,None,Transmutation,2,,,,2,,,2,,,2,,2,"Verbal, Somatic, Focus",Personal,lanceur de sorts,SimpleAction,Le personnage bénéficie des avantages d’un animal.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Aspect animal.ashx,http://paizo.com/pathfinderRPG/prd/ultimateCombat/spells/animalAspect.html
haunted-fey-aspect,Aspect de fée hantée,Haunted Fey Aspect,uc,None,Illusion,,,0,,,,,,,,,,0,Somatic,Personal,lanceur de sorts,SimpleAction,Le personnage s’entoure d’illusions inquiétantes.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Aspect de fée hantée.ashx,http://paizo.com/pathfinderRPG/prd/ultimateCombat/spells/hauntedFeyAspect.html
aspect-of-the-bear,Aspect de l'ours,Aspect of the Bear,apg,None,Transmutation,,,,,2,,,,,,2,,,"Verbal, Somatic, DivineFocus",Personal,le lanceur de sorts,SimpleAction,+2 à la CA et aux jets de manœuvre de combat.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Aspect de lours.ashx,http://paizo.com/pathfinderRPG/prd/advanced/spells/aspectOfTheBear.html#_aspect-of-the-bear
aspect-of-the-stag,Aspect du cerf,Aspect of the Stag,apg,None,Transmutation,,,,,4,,,,,,3,,,"Verbal, Somatic, DivineFocus",Personal,le lanceur de sorts,SimpleAction,+2 à la CA contre les attaques d'opportunités et augmentation de vitesse.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Aspect du cerf.ashx,http://paizo.com/pathfinderRPG/prd/advanced/spells/aspectOfTheStag.html#_aspect-of-the-stag
aspect-of-the-falcon,Aspect du faucon,Aspect of the Falcon,apg,None,Transmutation,,,,,1,,,,,,1,,,"Verbal, Somatic, DivineFocus",Personal,le lanceur de sorts,SimpleAction,Accorde un bonus aux tests de Perception et aux attaques à distance.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Aspect du faucon.ashx,http://paizo.com/pathfinderRPG/prd/advanced/spells/aspectOfTheFalcon.html#_aspect-of-the-falcon
aspect-of-the-wolf,Aspect du loup,Aspect of the Wolf,apg,None,Transmutation,,,,,5,,,,,,4,,,"Verbal, Somatic, DivineFocus",Personal,le lanceur de sorts,SimpleAction,"+4 For et Dex, +2 bonus aux attaques de croc-en-jambe.",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Aspect du loup.ashx,http://paizo.com/pathfinderRPG/prd/advanced/spells/aspectOfTheWolf.html#_aspect-of-the-wolf
frightful-aspect,Aspect terrifiant,Frightful Aspect,uc,None,Transmutation,,,,8,8,,,,,,,8,8,"Verbal, Somatic, Focus",Personal,lanceur de sorts,SimpleAction,Le personnage se transforme en une version G terrifiante de lui-même et émet une aura qui secoue ou effraye les créatures.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Aspect terrifiant.ashx,http://paizo.com/pathfinderRPG/prd/ultimateCombat/spells/frightfulAspect.html
acid-splash,Aspersion acide,Acid Splash,,Acid,Conjuration,,,,,,0,0,0,,,,,0,"Verbal, Somatic",Close,un projectile constitué d’acide,SimpleAction,Orbe infligeant 1d3 points de dégâts d'acide.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Aspersion acide.ashx,http://paizo.com/pathfinderRPG/prd/spells/acidSplash#acid-splash
phantasmal-killer,Assassin imaginaire,Phantasmal Killer,,None,Illusion,,,,,,,,,,,,4,4,"Verbal, Somatic",Medium,1 créature vivante,SimpleAction,Illusion terrifiante tuant la cible ou lui infligeant 3d6 points de dégâts.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Assassin imaginaire.ashx,http://paizo.com/pathfinderRPG/prd/spells/phantasmalKiller#phantasmal-killer
telekinetic-assembly,Assemblage par télékinésie,Telekinetic Assembly,uc,None,Transmutation,,,,,,,,2,,,,,2,"Verbal, Somatic, Focus",Close,un engin de siège démonté,1 Minute,Le personnage a besoin d’un ouvrier de moins par tranche de deux niveaux de lanceur de sorts pour assembler une arme de siège.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Assemblage par télékinésie.ashx,http://paizo.com/pathfinderRPG/prd/ultimateCombat/spells/telekineticAssembly.html
delayed-consumption,Assimilation retardée,Delayed Consumption,apg,None,Transmutation,5,,,,,,,,,,,,,Somatic,Personal,lanceur de sorts,SimpleAction,L'extrait ne fait pas effet tant que le personnage ne l'a pas décidé.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Assimilation retardée.ashx,http://paizo.com/pathfinderRPG/prd/advanced/spells/delayedConsumption.html#_delayed-consumption
guidance,Assistance divine,Guidance,,None,Divination,,,,0,0,0,0,,,,,0,,"Verbal, Somatic",Touch,créature touchée,SimpleAction,"+1 sur un jet d'attaque, un jet de sauvegarde ou un test de compétence.",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Assistance divine.ashx,http://paizo.com/pathfinderRPG/prd/spells/guidance#guidance
reloading-hands,Assistant de chargement,Reloading Hands,uc,None,Conjuration,,,,,,,,2,,,2,,2,"Verbal, Somatic",Touch,arme à projectile touchée,SimpleAction,"Charge un tir dans une arme, à chaque round.",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Assistant de chargement.ashx,http://paizo.com/pathfinderRPG/prd/ultimateCombat/spells/reloadingHands.html
atavism-mass,Atavisme de groupe,"Atavism, Mass",um,None,Transmutation,,,,,8,,,,,,,,,"Verbal, Somatic",Close,"un animal/niveau, à moins de 9 m (6 c) les uns des autres",SimpleAction,1 animal/niveau gagne l'archétype évolué.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Atavisme de groupe.ashx,"http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/atavism.html#_atavism,-mass"
atavism,Atavisme,Atavism,um,None,Transmutation,,,,,4,,,,,,,,,"Verbal, Somatic",Close,un animal,SimpleAction,Les animaux gagnent l'archétype simple de créature évoluée.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Atavisme.ashx,http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/atavism.html#_atavism
sympathy,Attirance,Sympathy,,None,Enchantment,,,,,9,,6,,,,,8,8,"Verbal, Somatic, Material",Close,1 lieu (volume n’excédant pas 1 cube de 3 m d’arête/niveau) ou 1 objet,1 Hour,Objet ou lieu attire certaines créatures.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Attirance.ashx,http://paizo.com/pathfinderRPG/prd/spells/sympathy#sympathy
augury,Augure,Augury,,None,Divination,,,,2,,,,,,,,2,,"Verbal, Somatic, Material",Personal,le jeteur de sorts,1 Minute,Révèle si une action aura de bonnes conséquences ou non.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Augure.ashx,http://paizo.com/pathfinderRPG/prd/spells/augury#augury
archon's-aura,Aura d'archon,Archon's Aura,um,"Good, Lawful",Evocation,,,,3,,,,,,3,,,,"Verbal, Somatic",4 Squares,"6 m (4 c) de rayon, centrée sur le lanceur de sorts",SimpleAction,L'aura pénalise l'attaque et la CA des ennemis.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Aura darchon.ashx,http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/archonsAura.html#_archon-s-aura
aura-of-greater-courage,Aura de bravoure supérieure,Aura of Greater Courage,apg,Emotion,Abjuration,,,,,,,,,,2,,,,"Verbal, Somatic, DivineFocus",Personal,émanation de 3 m (2 c) de rayon centrée sur le lanceur de sorts,SimpleAction,Augmente la puissance de l'aura de bravoure du paladin.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Aura de bravoure supérieure.ashx,http://paizo.com/pathfinderRPG/prd/advanced/spells/auraOfGreaterCourage.html#_aura-of-greater-courage
aura-of-doom,Aura de funeste destin,Aura of Doom,um,"Fear, MindAffecting, Emotion",Necromancy,,,,4,,,,,,,,,,"Verbal, Somatic, FocusOrDivineFocus",Personal,émanation de 6 m (4 c) centrée sur le personnage,SimpleAction,Les créatures situées dans l'aura sont secouées.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Aura de funeste destin.ashx,http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/auraOfDoom.html#_aura-of-doom
elemental-aura,Aura élémentaire,Elemental Aura,apg,None,Evocation,3,,,,,,,3,,,,,3,"Verbal, Somatic",Personal,lanceur de sorts,SimpleAction,Crée une aura d'énergie autour du personnage.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Aura élémentaire.ashx,http://paizo.com/pathfinderRPG/prd/advanced/spells/elementalAura.html#_elemental-aura
magic-aura,Aura magique,Magic Aura,,None,Illusion,,,1,,,,,,,,,,1,"Verbal, Somatic, Focus",Touch,"objet touché (2,5 kg/niveau maximum)",SimpleAction,Crée une fausse aura magique.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Aura magique.ashx,http://paizo.com/pathfinderRPG/prd/spells/magicAura#magic-aura
unholy-aura,Aura maudite,Unholy Aura,,Evil,Abjuration,,,,8,,,,,,,,,,"Verbal, Somatic, Focus",4 Squares,1 créature/niveau dans un rayonnement de 6 m (4 c) de rayon à partir du prêtre,SimpleAction,"+4 à la CA, bonus de résistance de +4 et RM de 25 contre les sorts du Bien.",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Aura maudite.ashx,http://paizo.com/pathfinderRPG/prd/spells/unholyAura#unholy-aura
holy-aura,Aura sacrée,Holy Aura,,Good,Abjuration,,,,8,,,,,,,,,,"Verbal, Somatic, Focus",4 Squares,1 créature/niveau dans un rayonnement de 6 m (4 c) de rayon à partir du prêtre,SimpleAction,"+4 à la CA, bonus de résistance de +4 et RM de 25 contre les sorts du Mal.",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Aura sacrée.ashx,http://paizo.com/pathfinderRPG/prd/spells/holyAura#holy-aura
adjuring-step,Avancée assurée,Adjuring Step,uc,Force,Abjuration,1,,1,,,,,1,,,,,1,"Verbal, Somatic, Focus",Personal,lanceur de sorts,SimpleAction,"Le personnage peut avancer lentement et sûrement tout en lançant des sorts tant qu’il n’accélère pas, qu’il n’attaque pas et qu’il ne lance pas de sorts offensifs.",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Avancée assurée.ashx,http://paizo.com/pathfinderRPG/prd/ultimateCombat/spells/adjuringStep.html
antipathy,Aversion,Antipathy,,None,Enchantment,,,,,9,,6,,,,,8,8,"Verbal, Somatic, FocusOrDivineFocus",Close,1 lieu (volume n’excédant pas un cube de 3 m (2 c) d’arête/niveau) ou 1 objet,1 Hour,Objet ou lieu repousse certaines créatures.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Aversion.ashx,http://paizo.com/pathfinderRPG/prd/spells/antipathy#antipathy
fumbletongue,Bafouiller,Fumbletongue,um,MindAffecting,Enchantment,,,1,,,,,,,,,1,,"Verbal, Somatic",Close,une créature,SimpleAction,La cible ne peut plus parler de façon intelligible.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Bafouiller.ashx,http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/fumbletongue.html#_fumbletongue
glibness,Bagou,Glibness,,None,Transmutation,,,3,,,,,,,,,,,Somatic,Personal,le jeteur de sorts,SimpleAction,Confère +30 aux tests de Bluff ; résiste aux divinations censées détecter les mensonges.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Bagou.ashx,http://paizo.com/pathfinderRPG/prd/spells/glibness#glibness
